Baseline 100%T,,Baseline 0%T,,blanco,,blanco1,,t1_casca,,t1_topo,,t1_meio,,t1_base,,s1_0_20,,s1_20_40,,s1_40_60,,t4_casca,,t4_topo,,t4_meio,,t4_base,,s4_0_20,,s4_10_40,,s4_40_60,
Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R
698,64.81742096,698,0.002818533,698,100.0733948,,,698,37.5616951,698,38.05016327,698,38.91976547,698,41.49659729,698,41.84368134,698,39.61746597,698,39.11042023,698,38.9800148,698,36.88536453,698,36.11001205,698,37.43001175,698,41.2439537,698,41.5766716,698,42.21985626
697.5,64.83273315,697.5,0.001253728,697.5,100.1305313,,,697.5,37.48595047,697.5,37.93790817,697.5,38.82504272,697.5,41.48450851,697.5,41.67456055,697.5,39.61464691,697.5,39.06351471,697.5,38.95856857,697.5,36.88064575,697.5,36.16107559,697.5,37.43133545,697.5,41.17898941,697.5,41.54130173,697.5,42.18894196
697,64.96842194,697,0.001655814,697,99.9623642,,,697,37.34440613,697,37.79600143,697,38.71306992,697,41.38911057,697,41.6977272,697,39.38063431,697,38.99327087,697,38.83377457,697,36.73480606,697,36.03863144,697,37.3732872,697,41.04669571,697,41.33840942,697,42.1492157
696.5,64.97859955,696.5,0.002318164,696.5,99.8952179,,,696.5,37.25627899,696.5,37.80296707,696.5,38.74198151,696.5,41.23685074,696.5,41.60300064,696.5,39.40307236,696.5,38.89674377,696.5,38.81633759,696.5,36.69285965,696.5,36.01856995,696.5,37.28577042,696.5,40.97651672,696.5,41.2898674,696.5,42.11273575
696,64.9584198,696,0.001860719,696,100.0556259,,,696,37.31287766,696,37.82108307,696,38.61481857,696,41.24853516,696,41.56903458,696,39.38053131,696,38.87457657,696,38.8599472,696,36.63293839,696,35.94981003,696,37.26008987,696,41.05437469,696,41.2893486,696,42.0301857
695.5,65.01105499,695.5,0.001902621,695.5,99.97801208,,,695.5,37.2138443,695.5,37.76006699,695.5,38.58506012,695.5,41.23061371,695.5,41.52191925,695.5,39.28369141,695.5,38.77673721,695.5,38.71776581,695.5,36.6577034,695.5,35.92780685,695.5,37.183918,695.5,40.8827858,695.5,41.25999832,695.5,42.00215149
695,64.96611023,695,0.001841496,695,100.0069351,,,695,37.2162323,695,37.64996338,695,38.56519699,695,41.18429947,695,41.47449875,695,39.30271912,695,38.82440948,695,38.71568298,695,36.6187439,695,35.88487625,695,37.27367783,695,40.89507294,695,41.28506851,695,42.00294495
694.5,64.96839905,694.5,0.001534028,694.5,99.99549103,,,694.5,37.16384125,694.5,37.6804924,694.5,38.43045807,694.5,41.12703323,694.5,41.37657166,694.5,39.23978424,694.5,38.78622055,694.5,38.5954628,694.5,36.5351944,694.5,35.97162247,694.5,37.1918869,694.5,40.87538147,694.5,41.18279648,694.5,41.94220734
694,65.01795197,694,0.002089064,694,100.0603333,,,694,37.06322479,694,37.5442009,694,38.47438812,694,41.06098175,694,41.36249161,694,39.15912247,694,38.70344925,694,38.63450623,694,36.47802353,694,35.76325607,694,37.15887833,694,40.83860397,694,41.18681717,694,41.916008
693.5,64.99948883,693.5,0.002123197,693.5,100.0718002,,,693.5,37.09659958,693.5,37.57009888,693.5,38.43954468,693.5,41.05386353,693.5,41.34735489,693.5,39.13961029,693.5,38.6402359,693.5,38.71223831,693.5,36.56209183,693.5,35.80580521,693.5,37.11158371,693.5,40.7830658,693.5,41.09756851,693.5,41.87806702
693,64.96472931,693,0.00222102,693,100.1008148,,,693,37.03448486,693,37.51953888,693,38.40349197,693,41.05886078,693,41.30479813,693,39.07109451,693,38.6517868,693,38.57604599,693,36.51412582,693,35.7535553,693,37.10612488,693,40.82533264,693,41.21003723,693,41.86870575
692.5,65.07961273,692.5,0.001986479,692.5,99.91255188,,,692.5,36.95146561,692.5,37.36681747,692.5,38.24962234,692.5,40.94322205,692.5,41.18253708,692.5,38.99899673,692.5,38.57755661,692.5,38.54707336,692.5,36.35690689,692.5,35.63930511,692.5,37.0549202,692.5,40.68952942,692.5,41.03831482,692.5,41.77711105
692,65.08692169,692,0.001683025,692,99.95858002,,,692,36.87530136,692,37.48259354,692,38.28421402,692,40.87013626,692,41.16617966,692,38.98189926,692,38.5911293,692,38.53216171,692,36.42576218,692,35.64312744,692,37.0126915,692,40.67686844,692,41.12198257,692,41.77377319
691.5,65.02907562,691.5,0.002349882,691.5,100.0261917,,,691.5,36.87134933,691.5,37.41198349,691.5,38.20732498,691.5,40.86226273,691.5,41.20068359,691.5,38.95008087,691.5,38.52661896,691.5,38.46443939,691.5,36.39862061,691.5,35.66457748,691.5,36.99277878,691.5,40.68157578,691.5,41.0154686,691.5,41.76142502
691,65.02893829,691,0.002634907,691,100.2832794,,,691,36.79506302,691,37.37628937,691,38.18195343,691,40.81502914,691,41.05160904,691,38.92528534,691,38.46691895,691,38.54462433,691,36.3744545,691,35.59344101,691,36.96119308,691,40.59570313,691,40.92444611,691,41.68719864
690.5,65.12322998,690.5,0.002347562,690.5,99.95635986,,,690.5,36.73762131,690.5,37.22014999,690.5,38.13319397,690.5,40.68703842,690.5,41.01871109,690.5,38.85067749,690.5,38.38485336,690.5,38.3216095,690.5,36.25836563,690.5,35.52893829,690.5,36.89284897,690.5,40.55664063,690.5,40.82659149,690.5,41.56040192
690,65.04216766,690,0.002079103,690,100.2036896,,,690,36.7853508,690,37.24325943,690,38.12155533,690,40.67939377,690,41.03268051,690,38.795681,690,38.42593002,690,38.34594727,690,36.29100418,690,35.5251503,690,36.86849594,690,40.55744553,690,40.82974625,690,41.65991592
689.5,65.24835968,689.5,0.002093835,689.5,99.82281494,,,689.5,36.53936386,689.5,37.0651474,689.5,37.84667587,689.5,40.60123062,689.5,40.85482025,689.5,38.65969086,689.5,38.16903687,689.5,38.18425369,689.5,36.16514206,689.5,35.33272552,689.5,36.79106522,689.5,40.4564209,689.5,40.74187469,689.5,41.51245499
689,65.25405121,689,0.001744309,689,99.85049438,,,689,36.48884964,689,37.06620789,689,37.85344315,689,40.43498611,689,40.84304428,689,38.6356926,689,38.17078781,689,38.22933197,689,36.11941528,689,35.37804031,689,36.73958206,689,40.39790726,689,40.73915482,689,41.48241806
688.5,65.18240356,688.5,0.002811009,688.5,100.0488281,,,688.5,36.65513611,688.5,37.06302643,688.5,37.84108353,688.5,40.55239105,688.5,40.79429245,688.5,38.67982483,688.5,38.16627121,688.5,38.21759033,688.5,36.10848999,688.5,35.40952682,688.5,36.74827194,688.5,40.37758636,688.5,40.72105408,688.5,41.46063995
688,65.15900421,688,0.003139592,688,99.95119476,,,688,36.60110474,688,37.01424408,688,37.8065033,688,40.4777565,688,40.78005981,688,38.61061096,688,38.21147919,688,38.17821884,688,36.08496857,688,35.30215454,688,36.68073273,688,40.36897278,688,40.74067688,688,41.45330429
687.5,65.14376831,687.5,0.002177601,687.5,100.0675354,,,687.5,36.52331543,687.5,36.9454155,687.5,37.80921555,687.5,40.46994781,687.5,40.71287155,687.5,38.60081863,687.5,38.21221161,687.5,38.19904709,687.5,36.07852936,687.5,35.34902191,687.5,36.71185684,687.5,40.37467194,687.5,40.71323395,687.5,41.46369171
687,65.1711731,687,0.001732414,687,100.0620499,,,687,36.37710953,687,36.91949844,687,37.73964691,687,40.38341522,687,40.66062164,687,38.56887054,687,38.00512314,687,38.22572708,687,36.03358078,687,35.27685928,687,36.63077164,687,40.29602814,687,40.66706848,687,41.40961075
686.5,65.25255585,686.5,0.001693884,686.5,99.98088074,,,686.5,36.37240601,686.5,36.82150269,686.5,37.61550903,686.5,40.30355835,686.5,40.60011673,686.5,38.47663879,686.5,38.06441879,686.5,38.0812645,686.5,35.92698288,686.5,35.24536896,686.5,36.45215225,686.5,40.24476624,686.5,40.57378769,686.5,41.33547974
686,65.25287628,686,0.001726526,686,100.115097,,,686,36.28352356,686,36.80169678,686,37.59463882,686,40.30252838,686,40.51348877,686,38.32916641,686,37.9805603,686,37.98751068,686,35.9311142,686,35.22831726,686,36.48955536,686,40.16347122,686,40.52568817,686,41.28012466
685.5,65.24486542,685.5,0.002464883,685.5,100.0764008,,,685.5,36.26002884,685.5,36.8132515,685.5,37.55155945,685.5,40.22192383,685.5,40.46956635,685.5,38.3973999,685.5,37.91466904,685.5,38.01461792,685.5,35.91361237,685.5,35.19691467,685.5,36.46765518,685.5,40.1615181,685.5,40.45996094,685.5,41.19598389
685,65.23973083,685,0.001905318,685,100.1141891,,,685,36.2677536,685,36.77580261,685,37.55783463,685,40.21847916,685,40.50872803,685,38.24830246,685,37.92920685,685,38.01420975,685,35.85677719,685,35.25390625,685,36.43928909,685,40.16064072,685,40.46294022,685,41.22481155
684.5,65.25812531,684.5,0.001996149,684.5,100.1010895,,,684.5,36.21435928,684.5,36.71773529,684.5,37.49391556,684.5,40.03879929,684.5,40.4499588,684.5,38.31015396,684.5,37.85413742,684.5,37.92477798,684.5,35.85149765,684.5,35.1096077,684.5,36.4270134,684.5,40.02381516,684.5,40.48342896,684.5,41.26633453
684,65.25629425,684,0.00206493,684,100.1134033,,,684,36.12789917,684,36.62119675,684,37.44992447,684,40.10590744,684,40.35900116,684,38.19762421,684,37.74581909,684,37.90358734,684,35.79808044,684,35.01984406,684,36.42039108,684,40.03277588,684,40.38767624,684,41.15599442
683.5,65.2641983,683.5,0.002189673,683.5,99.98857117,,,683.5,36.11461639,683.5,36.5780983,683.5,37.41186905,683.5,40.02429962,683.5,40.39394379,683.5,38.22089005,683.5,37.76412964,683.5,37.88724899,683.5,35.77449417,683.5,35.04584885,683.5,36.31130981,683.5,40.01456833,683.5,40.38970947,683.5,41.07635117
683,65.26117706,683,0.002167772,683,99.95323181,,,683,36.08395004,683,36.5297699,683,37.31755447,683,40.08857727,683,40.28487015,683,38.14700699,683,37.75630188,683,37.92623138,683,35.78913116,683,35.03173065,683,36.41143036,683,39.94474411,683,40.38409805,683,41.07800674
682.5,65.31986237,682.5,0.001947143,682.5,100.0994568,,,682.5,35.99960327,682.5,36.50576401,682.5,37.22544479,682.5,39.87878036,682.5,40.22389984,682.5,38.0021286,682.5,37.67456818,682.5,37.7704277,682.5,35.74595642,682.5,34.95872879,682.5,36.32173538,682.5,39.93321609,682.5,40.30265045,682.5,41.05910492
682,65.23973083,682,0.002071423,682,100.1762161,,,682,36.02580261,682,36.49635696,682,37.30200958,682,39.95404434,682,40.21022034,682,38.07254028,682,37.66864395,682,37.78325272,682,35.71549225,682,34.9037323,682,36.33076096,682,39.94620514,682,40.3138237,682,41.12232208
681.5,65.36554718,681.5,0.002098948,681.5,100.0503693,,,681.5,35.89365005,681.5,36.38174057,681.5,37.20088196,681.5,39.81451035,681.5,40.12293243,681.5,37.87918854,681.5,37.61343765,681.5,37.68802261,681.5,35.65662003,681.5,34.85039139,681.5,36.19275665,681.5,39.86496353,681.5,40.14228058,681.5,40.94358444
681,65.33117676,681,0.002565068,681,100.10672,,,681,35.86897659,681,36.34316635,681,37.08532333,681,39.84875488,681,40.07149124,681,37.91458511,681,37.55886459,681,37.70236206,681,35.61783218,681,34.88534546,681,36.23095322,681,39.73461533,681,40.19032288,681,40.93685913
680.5,65.26716614,680.5,0.002070229,680.5,100.1646652,,,680.5,35.84706497,680.5,36.36213684,680.5,37.12674332,680.5,39.80426025,680.5,40.11176682,680.5,37.8764534,680.5,37.54978561,680.5,37.72052765,680.5,35.56811905,680.5,34.84127045,680.5,36.23071671,680.5,39.80901337,680.5,40.21189117,680.5,40.96300888
680,65.3478775,680,0.002001979,680,100.0073547,,,680,35.80572891,680,36.28833771,680,37.02294159,680,39.7199173,680,40.02486038,680,37.89262009,680,37.47985458,680,37.62822342,680,35.49874115,680,34.78025436,680,36.1607666,680,39.73723984,680,40.04534912,680,40.83864212
679.5,65.41487885,679.5,0.001930856,679.5,99.96075439,,,679.5,35.75808334,679.5,36.19187927,679.5,36.98752213,679.5,39.68097687,679.5,39.96916962,679.5,37.75694656,679.5,37.4127388,679.5,37.60193634,679.5,35.44604492,679.5,34.72799683,679.5,36.06041336,679.5,39.65255737,679.5,40.01507187,679.5,40.82095718
679,65.3579483,679,0.001779662,679,100.0796585,,,679,35.74767685,679,36.19991684,679,36.91560745,679,39.6030426,679,39.94838715,679,37.73023987,679,37.32310104,679,37.51785278,679,35.45515442,679,34.77502441,679,36.11158752,679,39.7233696,679,40.04239273,679,40.82855606
678.5,65.35340118,678.5,0.00200018,678.5,100.1912613,,,678.5,35.66891861,678.5,36.13639069,678.5,36.95348358,678.5,39.5688591,678.5,39.80496216,678.5,37.69215012,678.5,37.32828522,678.5,37.50885391,678.5,35.47769547,678.5,34.70358276,678.5,36.03808212,678.5,39.62686539,678.5,40.07314301,678.5,40.79561234
678,65.45018768,678,0.001950975,678,99.85754395,,,678,35.66017914,678,36.11065292,678,36.84434891,678,39.50938797,678,39.83019638,678,37.63431549,678,37.28993225,678,37.42736053,678,35.35603714,678,34.60089111,678,36.02376556,678,39.57666779,678,39.96976471,678,40.66657257
677.5,65.42876434,677.5,0.00141493,677.5,100.0338593,,,677.5,35.55409622,677.5,36.04070663,677.5,36.81163025,677.5,39.44522858,677.5,39.75539398,677.5,37.58278656,677.5,37.24822617,677.5,37.40890503,677.5,35.34903717,677.5,34.58560181,677.5,35.92795563,677.5,39.55541229,677.5,39.91427612,677.5,40.63833237
677,65.48207092,677,0.002119669,677,99.97634125,,,677,35.48910904,677,35.93993759,677,36.73685837,677,39.4201355,677,39.66543198,677,37.48329926,677,37.14450455,677,37.33714294,677,35.28026199,677,34.53999329,677,35.89842987,677,39.49571991,677,39.86493683,677,40.64411163
676.5,65.45435333,676.5,0.002398625,676.5,100.012886,,,676.5,35.42966461,676.5,35.93671036,676.5,36.66550064,676.5,39.30140305,676.5,39.71859741,676.5,37.44447708,676.5,37.08502197,676.5,37.32794952,676.5,35.24393463,676.5,34.51837158,676.5,35.94299698,676.5,39.48173141,676.5,39.88415909,676.5,40.61906433
676,65.52375793,676,0.00196471,676,99.98445129,,,676,35.39850235,676,35.90286255,676,36.6668396,676,39.28960037,676,39.5822258,676,37.38446045,676,37.04304886,676,37.24142456,676,35.19459152,676,34.44260406,676,35.79897308,676,39.35163498,676,39.81593704,676,40.54249954
675.5,65.55889893,675.5,0.001638896,675.5,99.93993378,,,675.5,35.32777023,675.5,35.75813675,675.5,36.56560898,675.5,39.19207001,675.5,39.5258255,675.5,37.35164261,675.5,37.0620575,675.5,37.21661758,675.5,35.19575119,675.5,34.48094177,675.5,35.73481369,675.5,39.34519577,675.5,39.68571472,675.5,40.44427109
675,65.54460907,675,0.001851865,675,99.91073608,,,675,35.29544067,675,35.77531433,675,36.5687027,675,39.17198181,675,39.47380829,675,37.34720993,675,37.02272797,675,37.17290878,675,35.15716934,675,34.32114792,675,35.75450897,675,39.31790543,675,39.6980629,675,40.41212463
674.5,65.50209808,674.5,0.002242237,674.5,100.1140976,,,674.5,35.3214798,674.5,35.78239822,674.5,36.48300934,674.5,39.17684555,674.5,39.52115631,674.5,37.34115601,674.5,36.92869186,674.5,37.19202042,674.5,35.08597565,674.5,34.43511963,674.5,35.70272446,674.5,39.33942795,674.5,39.76172638,674.5,40.44976044
674,65.47577667,674,0.002460008,674,100.0736389,,,674,35.22607803,674,35.71593857,674,36.46619034,674,39.14381027,674,39.41926193,674,37.30139923,674,36.93631744,674,37.17894745,674,35.1395874,674,34.4049263,674,35.62577057,674,39.29434967,674,39.63312912,674,40.40724182
673.5,65.55407715,673.5,0.001689503,673.5,100.0253906,,,673.5,35.19268417,673.5,35.64530563,673.5,36.40953445,673.5,39.06798553,673.5,39.31931305,673.5,37.18543243,673.5,36.83508301,673.5,37.10573959,673.5,35.02936935,673.5,34.30831528,673.5,35.62372208,673.5,39.23599243,673.5,39.57847595,673.5,40.30963516
673,65.58005524,673,0.002529595,673,100.0287018,,,673,35.09878159,673,35.58964157,673,36.32978058,673,39.01722336,673,39.38480759,673,37.12557983,673,36.81373215,673,37.10174561,673,35.03780365,673,34.24465179,673,35.56781769,673,39.18899536,673,39.54470062,673,40.30873871
672.5,65.52784729,672.5,0.001646458,672.5,100.1544037,,,672.5,35.16633224,672.5,35.57057571,672.5,36.34489441,672.5,39.00048065,672.5,39.2908287,672.5,37.1060791,672.5,36.795578,672.5,37.0466156,672.5,35.04063797,672.5,34.26093292,672.5,35.555439,672.5,39.11190796,672.5,39.56630325,672.5,40.29601669
672,65.61733246,672,0.001806895,672,99.99658966,,,672,35.0585289,672,35.51553726,672,36.19413757,672,38.87464523,672,39.23311996,672,37.0701828,672,36.69924164,672,36.99287796,672,34.90352249,672,34.15841293,672,35.51694489,672,39.12067413,672,39.48101807,672,40.16891861
671.5,65.62182617,671.5,0.002308013,671.5,99.95821381,,,671.5,34.99292755,671.5,35.49671173,671.5,36.2722435,671.5,38.86596298,671.5,39.21089935,671.5,36.99985886,671.5,36.65073013,671.5,36.93739319,671.5,34.85246277,671.5,34.12538528,671.5,35.48705673,671.5,39.11790085,671.5,39.48521423,671.5,40.15213013
671,65.6002655,671,0.001831942,671,99.96214294,,,671,35.0095787,671,35.46862793,671,36.18344116,671,38.83130264,671,39.11863327,671,37.01165771,671,36.64139557,671,36.93656158,671,34.84685898,671,34.12406921,671,35.50811386,671,39.04301071,671,39.45021057,671,40.18315125
670.5,65.67865753,670.5,0.001793378,670.5,99.97915649,,,670.5,34.87010193,670.5,35.42891693,670.5,36.02399826,670.5,38.7617569,670.5,39.00471115,670.5,36.87561417,670.5,36.58850479,670.5,36.8517952,670.5,34.816082,670.5,34.03014374,670.5,35.44306564,670.5,38.96756744,670.5,39.36891556,670.5,40.03926086
670,65.6576004,670,0.001955153,670,100.0219193,,,670,34.86725616,670,35.29951096,670,36.06315231,670,38.72019958,670,38.98817062,670,36.85655594,670,36.48071289,670,36.84157562,670,34.77711487,670,34.02025223,670,35.33663559,670,38.94173431,670,39.34080505,670,40.04677963
669.5,65.64029694,669.5,0.001756767,669.5,100.0415421,,,669.5,34.82740784,669.5,35.34316635,669.5,36.05084229,669.5,38.68547821,669.5,38.95032883,669.5,36.85660172,669.5,36.58310318,669.5,36.83196259,669.5,34.74084854,669.5,34.004776,669.5,35.43753052,669.5,38.92757034,669.5,39.35558319,669.5,40.06731033
669,65.6470871,669,0.001982821,669,100.0671844,,,669,34.81528091,669,35.23923492,669,35.96414185,669,38.66851425,669,38.9329834,669,36.77981186,669,36.4694252,669,36.76966858,669,34.76442337,669,33.93203735,669,35.36120605,669,38.87924957,669,39.32262421,669,40.01147079
668.5,65.74354553,668.5,0.001959114,668.5,99.90294647,,,668.5,34.73641968,668.5,35.16747284,668.5,35.877388,668.5,38.57288742,668.5,38.80522537,668.5,36.71977997,668.5,36.3528595,668.5,36.72447586,668.5,34.67684937,668.5,33.91074753,668.5,35.28715515,668.5,38.77827072,668.5,39.29046249,668.5,39.91874313
668,65.62104797,668,0.001632149,668,100.2157822,,,668,34.7411232,668,35.23317719,668,35.87848282,668,38.58631134,668,38.86799622,668,36.71364594,668,36.3663063,668,36.73661804,668,34.64031601,668,33.91412735,668,35.31077957,668,38.82323074,668,39.24682236,668,39.96021652
667.5,65.74661255,667.5,0.001961531,667.5,99.94889832,,,667.5,34.623806,667.5,35.12432861,667.5,35.75460815,667.5,38.51118851,667.5,38.7382431,667.5,36.5518837,667.5,36.33772278,667.5,36.59802246,667.5,34.59970093,667.5,33.80384445,667.5,35.18865967,667.5,38.73222351,667.5,39.06792068,667.5,39.85942459
667,65.73971558,667,0.001682062,667,100.1202316,,,667,34.64017105,667,35.11666489,667,35.79078674,667,38.41704559,667,38.75693893,667,36.58600998,667,36.25700378,667,36.63419342,667,34.52058029,667,33.7853775,667,35.20087433,667,38.6710434,667,39.13564301,667,39.83135986
666.5,65.80099487,666.5,0.002155297,666.5,99.88661194,,,666.5,34.54549026,666.5,35.0076828,666.5,35.71265411,666.5,38.38259888,666.5,38.62765884,666.5,36.4928894,666.5,36.23144913,666.5,36.58835602,666.5,34.54567337,666.5,33.81193542,666.5,35.02067184,666.5,38.65198898,666.5,39.07749176,666.5,39.75663376
666,65.69822693,666,0.001730432,666,100.0335693,,,666,34.61863327,666,35.04487228,666,35.67760468,666,38.39939117,666,38.65687561,666,36.54375839,666,36.20163345,666,36.54171371,666,34.52724075,666,33.75657272,666,35.16861343,666,38.63989639,666,39.06270981,666,39.76133347
665.5,65.83130646,665.5,0.002087425,665.5,99.86843109,,,665.5,34.41736221,665.5,34.92205811,665.5,35.61680984,665.5,38.27383804,665.5,38.57360458,665.5,36.45329285,665.5,36.12398148,665.5,36.51703644,665.5,34.46485519,665.5,33.71068192,665.5,35.02901077,665.5,38.60512543,665.5,38.99986649,665.5,39.64484787
665,65.68468475,665,0.002209777,665,100.1959305,,,665,34.47444153,665,34.9891243,665,35.63332367,665,38.29018402,665,38.57719803,665,36.51244736,665,36.1545105,665,36.56971359,665,34.45436478,665,33.73210144,665,35.05410385,665,38.61717606,665,39.00513458,665,39.76670456
664.5,65.80097961,664.5,0.001984191,664.5,100.0503769,,,664.5,34.41086197,664.5,34.84300232,664.5,35.51228714,664.5,38.21019363,664.5,38.53496552,664.5,36.35892487,664.5,36.04046631,664.5,36.39949036,664.5,34.41646957,664.5,33.68269348,664.5,35.02291489,664.5,38.5678978,664.5,38.8924942,664.5,39.57911301
664,65.81224823,664,0.002027004,664,99.99237823,,,664,34.31214523,664,34.78276062,664,35.5341568,664,38.11105347,664,38.43247223,664,36.30726242,664,36.07033539,664,36.33382797,664,34.31636047,664,33.62062454,664,35.00964737,664,38.51360321,664,38.9148941,664,39.58860779
663.5,65.77352142,663.5,0.002052833,663.5,100.1677628,,,663.5,34.32761002,663.5,34.81960678,663.5,35.44379425,663.5,38.1602211,663.5,38.46691132,663.5,36.31919098,663.5,35.97550964,663.5,36.38121796,663.5,34.33061981,663.5,33.59901047,663.5,34.99588394,663.5,38.46912766,663.5,38.89316177,663.5,39.58216095
663,65.85996246,663,0.002049224,663,100.0144348,,,663,34.26008987,663,34.68664551,663,35.36412811,663,38.06838226,663,38.37129593,663,36.18843079,663,35.92233658,663,36.31180954,663,34.26204681,663,33.50498581,663,34.91982651,663,38.37610626,663,38.82743835,663,39.49305344
662.5,65.9104538,662.5,0.001852254,662.5,99.9553833,,,662.5,34.19655991,662.5,34.62947464,662.5,35.31249619,662.5,37.99835587,662.5,38.26033401,662.5,36.1138649,662.5,35.86749268,662.5,36.28030396,662.5,34.27745056,662.5,33.44120789,662.5,34.81198502,662.5,38.30580902,662.5,38.74721146,662.5,39.48619843
662,65.88600922,662,0.002115884,662,99.85455322,,,662,34.14017105,662,34.60342789,662,35.34785461,662,37.97713852,662,38.22555923,662,36.14907074,662,35.82764435,662,36.21266174,662,34.17039108,662,33.42647934,662,34.74738312,662,38.27732849,662,38.73809814,662,39.38859558
661.5,65.80068207,661.5,0.002149779,661.5,100.1229401,,,661.5,34.22093201,661.5,34.63525772,661.5,35.29777908,661.5,37.96740341,661.5,38.29488754,661.5,36.11585236,661.5,35.85339355,661.5,36.28529739,661.5,34.2348175,661.5,33.51859283,661.5,34.81945801,661.5,38.28471756,661.5,38.74571991,661.5,39.43494415
661,65.82803345,661,0.002226369,661,100.0087967,,,661,34.12672806,661,34.56255341,661,35.25485229,661,37.93699265,661,38.19283676,661,36.04305267,661,35.75431061,661,36.27426147,661,34.18884277,661,33.39533234,661,34.75027466,661,38.28893661,661,38.71170044,661,39.37783051
660.5,65.96149445,660.5,0.002228606,660.5,99.99168396,,,660.5,33.99785614,660.5,34.49094391,660.5,35.11433411,660.5,37.81524658,660.5,38.0490799,660.5,35.9635582,660.5,35.70800781,660.5,36.12893295,660.5,34.0759201,660.5,33.331604,660.5,34.69708252,660.5,38.16753769,660.5,38.56712723,660.5,39.31987762
660,65.94397736,660,0.002135092,660,99.9565506,,,660,33.99323273,660,34.44656754,660,35.09893036,660,37.77422333,660,38.08568573,660,35.9131813,660,35.67020416,660,36.11072159,660,34.06854248,660,33.32714844,660,34.68801117,660,38.12864685,660,38.6526413,660,39.23303986
659.5,65.90874481,659.5,0.001910713,659.5,100.0500107,,,659.5,33.97821426,659.5,34.37308884,659.5,35.06344604,659.5,37.79179001,659.5,38.09830093,659.5,35.8971405,659.5,35.62586212,659.5,36.0711937,659.5,34.06736374,659.5,33.32769394,659.5,34.6185379,659.5,38.1211586,659.5,38.58472824,659.5,39.32334518
659,65.91932678,659,0.00167452,659,99.90943146,,,659,33.92658615,659,34.39560699,659,35.02573395,659,37.73310089,659,38.00393677,659,35.84379959,659,35.63269806,659,36.06346512,659,34.04320908,659,33.25119781,659,34.63749695,659,38.13207626,659,38.50919724,659,39.21125793
658.5,65.92850494,658.5,0.002017441,658.5,100.0413284,,,658.5,33.88832474,658.5,34.33620071,658.5,35.01737595,658.5,37.68564987,658.5,37.95271683,658.5,35.79496384,658.5,35.55387497,658.5,36.0500145,658.5,33.9436264,658.5,33.19697571,658.5,34.59111023,658.5,38.1091423,658.5,38.47009277,658.5,39.17031097
658,65.98094177,658,0.001820338,658,99.96604919,,,658,33.86548615,658,34.27148819,658,34.91112137,658,37.62350845,658,37.8998642,658,35.79206848,658,35.50937653,658,35.99914169,658,33.89250183,658,33.1841011,658,34.54079437,658,38.01366806,658,38.44673538,658,39.13223267
657.5,65.97438049,657.5,0.002061246,657.5,99.93582153,,,657.5,33.80187607,657.5,34.25954819,657.5,34.93219376,657.5,37.57170486,657.5,37.865345,657.5,35.66073608,657.5,35.46267319,657.5,35.91886902,657.5,33.89337158,657.5,33.15038681,657.5,34.52853394,657.5,37.95112991,657.5,38.40816498,657.5,39.14006424
657,65.9098053,657,0.001916453,657,100.1236877,,,657,33.80067825,657,34.29854202,657,34.91846466,657,37.55289841,657,37.8371582,657,35.66235352,657,35.47212219,657,35.92437363,657,33.93678284,657,33.15653992,657,34.49337769,657,38.01031876,657,38.41986084,657,39.12498856
656.5,65.95881653,656.5,0.001942941,656.5,100.0446548,,,656.5,33.75019836,656.5,34.14742661,656.5,34.79572678,656.5,37.54462433,656.5,37.77331543,656.5,35.63179779,656.5,35.46366882,656.5,35.90044403,656.5,33.85706329,656.5,33.09074783,656.5,34.47070313,656.5,37.9359169,656.5,38.35918045,656.5,39.0362587
656,65.98490143,656,0.001769713,656,100.0702362,,,656,33.65602875,656,34.13917542,656,34.77588654,656,37.49985886,656,37.73862457,656,35.56492615,656,35.37715912,656,35.80633163,656,33.84620285,656,33.04035568,656,34.40945816,656,37.85385513,656,38.31048203,656,39.02287292
655.5,66.02881622,655.5,0.001429405,655.5,99.95587158,,,655.5,33.66088104,655.5,34.06991196,655.5,34.72757339,655.5,37.38109207,655.5,37.70769501,655.5,35.51087189,655.5,35.29524612,655.5,35.7677803,655.5,33.8063736,655.5,32.96715164,655.5,34.31509018,655.5,37.86353683,655.5,38.2377243,655.5,38.96562576
655,65.9706955,655,0.001792386,655,100.0657654,,,655,33.62193298,655,34.05138397,655,34.70311737,655,37.33893967,655,37.61162567,655,35.54228973,655,35.34525681,655,35.78660965,655,33.74410629,655,33.05038071,655,34.41114807,655,37.7986908,655,38.21802902,655,38.89442444
654.5,66.03616333,654.5,0.002186996,654.5,100.0204697,,,654.5,33.54200745,654.5,34.03375626,654.5,34.61092377,654.5,37.32043076,654.5,37.56266022,654.5,35.42033768,654.5,35.22657394,654.5,35.76443481,654.5,33.75566483,654.5,32.979599,654.5,34.29033661,654.5,37.8082962,654.5,38.21641922,654.5,38.90734863
