Baseline 100%T,,Baseline 0%T,,blanco,,blanco1,,t1_casca,,t1_topo,,t1_meio,,t1_base,,s1_0_20,,s1_20_40,,s1_40_60,,t4_casca,,t4_topo,,t4_meio,,t4_base,,s4_0_20,,s4_10_40,,s4_40_60,
Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R
2085.5,76.59824371,2085.5,0.640613914,2085.5,100.5167618,2085.5,99.69740295,2085.5,66.09817505,2085.5,67.38716125,2085.5,64.80003357,2085.5,66.75421906,2085.5,68.14840698,2085.5,63.50422668,2085.5,59.29198837,2085.5,53.15687561,2085.5,50.47156906,2085.5,51.38258362,2085.5,53.16838074,2085.5,49.39246368,2085.5,48.85036087,2085.5,51.00603104
2085,76.14715576,2085,-0.298853576,2085,100.0201569,2085,100.1386414,2085,66.153862,2085,67.50270844,2085,66.03765869,2085,67.7946701,2085,67.91590881,2085,63.77081299,2085,60.71390533,2085,54.46090698,2085,49.57410431,2085,52.34429932,2085,53.6451416,2085,50.43193817,2085,48.90048981,2085,52.1295433
2084.5,75.89859009,2084.5,-0.382518858,2084.5,100.8430634,2084.5,100.5401459,2084.5,68.40091705,2084.5,67.40484619,2084.5,66.69966888,2084.5,67.53121185,2084.5,67.68068695,2084.5,63.6919632,2084.5,60.27318192,2084.5,54.41046906,2084.5,54.35650253,2084.5,52.15115356,2084.5,53.95175171,2084.5,50.60560608,2084.5,49.72470093,2084.5,52.28035355
2084,76.49188995,2084,-0.028099725,2084,100.2145386,2084,100.0202408,2084,67.27439117,2084,67.10809326,2084,65.84502411,2084,66.66294098,2084,67.39891052,2084,62.28590012,2084,59.72337723,2084,53.54742432,2084,51.9056778,2084,51.95159912,2084,53.14301682,2084,50.47024918,2084,49.40500641,2084,52.02152252
2083.5,76.82752991,2083.5,-0.090870276,2083.5,100.1352081,2083.5,99.43685913,2083.5,66.45659637,2083.5,66.40402985,2083.5,64.47325134,2083.5,67.34669495,2083.5,67.69998169,2083.5,62.77376556,2083.5,59.63407898,2083.5,53.46284485,2083.5,51.0476532,2083.5,51.37050247,2083.5,53.27880478,2083.5,50.06943893,2083.5,48.72147751,2083.5,51.51056671
2083,76.32154846,2083,0.090685256,2083,100.5987854,2083,101.0453949,2083,66.81962585,2083,67.2614975,2083,65.49873352,2083,67.39076996,2083,67.61637115,2083,63.72623444,2083,60.00809097,2083,53.50523758,2083,51.1911087,2083,51.08749771,2083,52.87014389,2083,50.31460571,2083,48.90433884,2083,51.27214813
2082.5,76.89392853,2082.5,-0.390678167,2082.5,99.87688446,2082.5,99.58248138,2082.5,66.63539124,2082.5,66.88541412,2082.5,64.59243011,2082.5,66.58712769,2082.5,68.38684845,2082.5,63.42717361,2082.5,59.82468033,2082.5,53.70763397,2082.5,51.45491409,2082.5,51.46893692,2082.5,53.12491226,2082.5,50.19569397,2082.5,49.13913727,2082.5,51.40048981
2082,76.67595673,2082,0.299151391,2082,100.5403748,2082,99.52880096,2082,67.18183136,2082,66.84358215,2082,64.7882843,2082,67.07803345,2082,66.65894318,2082,62.64691925,2082,58.57400131,2082,53.53586578,2082,50.62924194,2082,51.03597641,2082,52.42498016,2082,50.03731155,2082,49.11174011,2082,51.51511383
2081.5,76.3968811,2081.5,0.211033315,2081.5,100.9844284,2081.5,100.2578506,2081.5,66.84546661,2081.5,67.42868042,2081.5,65.35601044,2081.5,67.24916077,2081.5,67.34230804,2081.5,63.60492706,2081.5,59.61277008,2081.5,53.8388443,2081.5,51.87724304,2081.5,51.65166855,2081.5,53.55046463,2081.5,49.91490555,2081.5,49.65543365,2081.5,51.70031738
2081,77.3338623,2081,-0.26536569,2081,99.16804504,2081,99.40135193,2081,65.7026062,2081,66.51306152,2081,64.65727997,2081,65.66339874,2081,67.03935242,2081,62.89311218,2081,59.05269241,2081,53.08011246,2081,50.93840408,2081,51.38674545,2081,52.44184875,2081,49.51546478,2081,48.99950409,2081,50.74520874
2080.5,76.7387619,2080.5,0.553634405,2080.5,100.6491699,2080.5,99.72499084,2080.5,67.35995483,2080.5,66.54555511,2080.5,65.55050659,2080.5,66.4788208,2080.5,67.04139709,2080.5,62.26847076,2080.5,59.14976501,2080.5,53.34392166,2080.5,49.9987793,2080.5,50.75678253,2080.5,52.50806046,2080.5,50.09796143,2080.5,48.62167358,2080.5,50.77177811
2080,76.42624664,2080,0.238522649,2080,100.6124268,2080,100.3657227,2080,66.86331177,2080,66.80483246,2080,65.70881653,2080,66.8343277,2080,67.68596649,2080,63.54722977,2080,59.36267853,2080,53.48111343,2080,51.25366592,2080,51.50883102,2080,52.95686722,2080,49.81807709,2080,48.97848892,2080,51.87420654
2079.5,77.10543823,2079.5,0.072361924,2079.5,99.5854187,2079.5,99.0226059,2079.5,66.68026733,2079.5,66.23988342,2079.5,65.44416809,2079.5,66.3519516,2079.5,67.19898224,2079.5,62.34353638,2079.5,59.26951218,2079.5,53.13120651,2079.5,51.03145981,2079.5,51.125103,2079.5,52.40605927,2079.5,49.96788788,2079.5,48.35642242,2079.5,51.9201355
2079,76.60095978,2079,-0.561842918,2079,100.0110245,2079,99.69283295,2079,66.89964294,2079,66.73023987,2079,65.57010651,2079,67.27510834,2079,67.3463974,2079,63.42524338,2079,59.75205994,2079,53.56490707,2079,52.08456039,2079,52.03066635,2079,52.95973587,2079,50.28850937,2079,49.63890457,2079,51.9933815
2078.5,76.88710022,2078.5,0.185461685,2078.5,99.31343079,2078.5,99.63451385,2078.5,66.55622101,2078.5,66.81680298,2078.5,65.68091583,2078.5,66.70114136,2078.5,66.38430023,2078.5,62.64954758,2078.5,59.97410583,2078.5,53.30157471,2078.5,50.68865967,2078.5,51.07479858,2078.5,52.70887756,2078.5,49.70640945,2078.5,48.67486954,2078.5,50.96475983
2078,77.13531494,2078,-0.232154623,2078,99.716362,2078,99.65979767,2078,66.60597992,2078,66.62815094,2078,65.0455246,2078,66.32002258,2078,67.29624939,2078,62.75378418,2078,59.61166763,2078,53.4695816,2078,50.57730865,2078,50.70391846,2078,52.6751709,2078,49.94332123,2078,48.80182266,2078,51.24117279
2077.5,76.99770355,2077.5,0.218571842,2077.5,99.93306732,2077.5,99.60309601,2077.5,67.21843719,2077.5,66.65859222,2077.5,64.98497009,2077.5,66.6675415,2077.5,67.13692474,2077.5,62.24860382,2077.5,59.13633728,2077.5,53.40250778,2077.5,51.3425293,2077.5,50.79984665,2077.5,52.69347,2077.5,49.56869125,2077.5,48.42892838,2077.5,50.91672516
2077,76.99799347,2077,0.285455138,2077,99.91148376,2077,99.6230545,2077,66.74456787,2077,66.62905121,2077,65.25758362,2077,66.51348877,2077,67.30526733,2077,62.55435181,2077,58.98717499,2077,53.35919189,2077,51.04391098,2077,51.04154205,2077,52.06444931,2077,49.60679245,2077,47.9648819,2077,51.05830002
2076.5,76.92858887,2076.5,-0.465511471,2076.5,99.29740906,2076.5,99.66726685,2076.5,66.59899902,2076.5,66.63304138,2076.5,65.19259644,2076.5,67.03887177,2076.5,67.91952515,2076.5,63.03108978,2076.5,59.70346832,2076.5,54.27352142,2076.5,51.05973053,2076.5,51.88437271,2076.5,52.67897415,2076.5,49.50145721,2076.5,49.64923859,2076.5,51.75989151
2076,75.80734253,2076,-0.048637744,2076,101.0550613,2076,100.8427048,2076,67.82911682,2076,68.93562317,2076,66.9122467,2076,67.04130554,2076,68.14304352,2076,63.49318695,2076,60.48935699,2076,54.14210129,2076,52.04728699,2076,52.11633301,2076,54.68933105,2076,50.37940216,2076,50.50268173,2076,52.11106491
2075.5,77.12039948,2075.5,0.376902342,2075.5,100.366333,2075.5,99.47627258,2075.5,66.07339478,2075.5,66.14188385,2075.5,64.82437897,2075.5,66.70598602,2075.5,67.14694214,2075.5,62.32291031,2075.5,59.56926346,2075.5,52.96813202,2075.5,50.38674927,2075.5,50.65475082,2075.5,51.63695145,2075.5,49.73214722,2075.5,49.09517288,2075.5,50.79322052
2075,76.71083069,2075,0.062543809,2075,99.83388519,2075,99.63930511,2075,66.91293335,2075,67.21563721,2075,64.65959167,2075,66.35862732,2075,66.91331482,2075,62.70666885,2075,59.88618851,2075,53.32891846,2075,50.82855988,2075,51.40668869,2075,52.38396454,2075,50.14336777,2075,48.88833618,2075,52.10812759
2074.5,76.36587524,2074.5,0.067282461,2074.5,100.5087357,2074.5,100.7485962,2074.5,66.42063904,2074.5,67.59403992,2074.5,65.99303436,2074.5,67.11000061,2074.5,67.76848602,2074.5,63.14567184,2074.5,59.87315369,2074.5,53.70358658,2074.5,51.24778748,2074.5,51.68048859,2074.5,53.84055328,2074.5,50.28529358,2074.5,48.64324188,2074.5,51.05395508
2074,76.83401489,2074,-0.168659493,2074,100.8314972,2074,99.69145203,2074,66.84484863,2074,67.25424957,2074,65.1796875,2074,66.61638641,2074,67.83647156,2074,62.75400543,2074,59.57583618,2074,53.23003387,2074,50.9608078,2074,51.17737198,2074,52.72900391,2074,50.33399582,2074,49.53309631,2074,51.81391907
2073.5,76.60305786,2073.5,0.071431123,2073.5,100.1099091,2073.5,100.106369,2073.5,67.51511383,2073.5,66.68992615,2073.5,64.94003296,2073.5,67.24575806,2073.5,67.387146,2073.5,62.53578568,2073.5,59.34061432,2073.5,53.3028717,2073.5,51.73435211,2073.5,51.23448181,2073.5,52.99500275,2073.5,49.94029236,2073.5,48.52991867,2073.5,51.21585083
2073,76.98047638,2073,-0.539062798,2073,100.0458832,2073,99.76493073,2073,67.08304596,2073,67.01273346,2073,64.74117279,2073,66.85852051,2073,67.2303009,2073,63.18959045,2073,59.5401535,2073,53.58747101,2073,51.7413559,2073,51.66577148,2073,53.14903259,2073,49.83541489,2073,49.7853241,2073,52.41699982
2072.5,76.45796204,2072.5,-0.37633419,2072.5,100.0271759,2072.5,100.7425156,2072.5,67.48246765,2072.5,67.8225708,2072.5,64.95343018,2072.5,66.86463928,2072.5,67.08103943,2072.5,63.90129852,2072.5,59.55393219,2072.5,53.99259186,2072.5,51.77556992,2072.5,52.00316238,2072.5,53.19706726,2072.5,50.5801506,2072.5,49.14639664,2072.5,51.88683319
2072,76.44769287,2072,0.258837402,2072,102.1264038,2072,100.3302689,2072,67.6145401,2072,65.80042267,2072,64.62456512,2072,66.78621674,2072,67.9460907,2072,63.1067276,2072,59.89830399,2072,53.28893661,2072,51.18411255,2072,51.16895294,2072,53.36564255,2072,49.56899261,2072,49.36813354,2072,51.29843903
2071.5,76.42366791,2071.5,-0.413187534,2071.5,100.5157623,2071.5,101.0563812,2071.5,67.34505463,2071.5,67.10050964,2071.5,65.74204254,2071.5,67.07222748,2071.5,67.65358734,2071.5,63.46868896,2071.5,59.31917953,2071.5,54.29385757,2071.5,52.05702972,2071.5,51.7617836,2071.5,53.79989243,2071.5,50.48993683,2071.5,49.30765152,2071.5,51.88937759
2071,76.80104065,2071,0.129664004,2071,99.7321701,2071,100.2319107,2071,66.78416443,2071,66.65554047,2071,64.59057617,2071,65.95391083,2071,67.27522278,2071,62.49852753,2071,59.08174515,2071,52.69812775,2071,51.13537216,2071,50.97561646,2071,52.90338516,2071,49.70249557,2071,48.97583008,2071,51.34572983
2070.5,77.02671051,2070.5,0.447555214,2070.5,99.9546814,2070.5,99.55889893,2070.5,65.89661407,2070.5,66.60380554,2070.5,64.36730957,2070.5,66.06923676,2070.5,66.78160095,2070.5,61.83646393,2070.5,58.91275406,2070.5,53.06816864,2070.5,50.48140717,2070.5,50.93539429,2070.5,52.82157135,2070.5,50.21654892,2070.5,48.63942719,2070.5,51.1268158
2070,76.65891266,2070,0.036997389,2070,100.5942841,2070,100.4345627,2070,67.53683472,2070,66.80278015,2070,65.45858002,2070,67.013237,2070,67.22833252,2070,63.43677521,2070,59.31742096,2070,54.19068909,2070,51.07369232,2070,52.05958557,2070,52.34610367,2070,50.07194138,2070,49.0639267,2070,51.14862823
2069.5,77.24994659,2069.5,-0.160360515,2069.5,99.80752563,2069.5,99.64022064,2069.5,66.8549118,2069.5,67.05401611,2069.5,65.01776886,2069.5,66.69412231,2069.5,66.67974854,2069.5,62.69826126,2069.5,58.61116791,2069.5,53.2981987,2069.5,50.69792175,2069.5,50.88293076,2069.5,52.30160904,2069.5,49.49876785,2069.5,48.62224197,2069.5,50.62183762
2069,77.1717453,2069,-0.067030191,2069,99.85678864,2069,99.75159454,2069,65.81106567,2069,66.4460144,2069,64.72319031,2069,66.09346008,2069,66.54949188,2069,61.77849579,2069,58.78302383,2069,53.28855515,2069,50.57836151,2069,51.04041672,2069,52.3272934,2069,49.70691681,2069,48.74510193,2069,51.47254944
2068.5,76.81417847,2068.5,-0.406698525,2068.5,100.0140076,2068.5,99.85597229,2068.5,66.17997742,2068.5,66.59262085,2068.5,65.10518646,2068.5,66.37509918,2068.5,68.03036499,2068.5,62.67939758,2068.5,59.62957001,2068.5,53.69919968,2068.5,51.09347153,2068.5,52.05241013,2068.5,53.8106041,2068.5,50.92326355,2068.5,48.92672729,2068.5,51.96107101
2068,76.8898468,2068,-0.012342453,2068,101.0425415,2068,100.6524887,2068,66.23285675,2068,66.81143188,2068,64.94787598,2068,66.91331482,2068,67.37013245,2068,62.21295166,2068,59.05110931,2068,53.77560806,2068,51.39913559,2068,51.41935349,2068,52.84572983,2068,49.3606987,2068,49.2192421,2068,51.18557739
2067.5,76.73483276,2067.5,0.847267926,2067.5,100.1976929,2067.5,100.3489532,2067.5,66.75571442,2067.5,66.31522369,2067.5,65.32012939,2067.5,66.02651215,2067.5,66.5280838,2067.5,62.28440475,2067.5,58.7644043,2067.5,52.68567657,2067.5,50.2843132,2067.5,51.21603012,2067.5,52.0797081,2067.5,48.94543839,2067.5,48.38147736,2067.5,51.43825531
2067,77.75093079,2067,0.216479346,2067,99.62008667,2067,98.62585449,2067,66.36626434,2067,65.54386902,2067,63.87699127,2067,65.75025177,2067,66.32138824,2067,61.73355103,2067,58.87350464,2067,52.2168045,2067,50.08751297,2067,50.58820343,2067,51.97650909,2067,49.4180603,2067,48.07598114,2067,50.43404007
2066.5,76.81188202,2066.5,0.186718628,2066.5,100.7489548,2066.5,100.0386505,2066.5,67.00271606,2066.5,66.33831787,2066.5,64.74865723,2066.5,66.45478821,2066.5,67.05609894,2066.5,63.13331604,2066.5,59.13233185,2066.5,53.07924652,2066.5,51.03512573,2066.5,51.23596954,2066.5,52.50383759,2066.5,49.5630188,2066.5,49.24687576,2066.5,51.18003464
2066,77.06962585,2066,-0.147859588,2066,99.60157776,2066,99.75800323,2066,66.55974579,2066,66.60968781,2066,64.61365509,2066,66.17950439,2066,67.22342682,2066,62.3597908,2066,58.80724335,2066,53.24185562,2066,51.59553909,2066,50.91264343,2066,52.21167755,2066,49.79445648,2066,48.66418839,2066,51.01689529
2065.5,76.8601532,2065.5,-0.559617817,2065.5,99.4230423,2065.5,100.3251419,2065.5,67.15208435,2065.5,66.82142639,2065.5,64.84101105,2065.5,66.69952393,2065.5,67.01042175,2065.5,62.88019562,2065.5,59.459198,2065.5,52.96726227,2065.5,51.51231384,2065.5,51.6829834,2065.5,53.1279335,2065.5,50.37856293,2065.5,49.44910812,2065.5,51.45777512
2065,77.49347687,2065,0.033258036,2065,99.7221756,2065,99.20347595,2065,65.79183197,2065,65.30578613,2065,64.55578613,2065,65.9688797,2065,66.96178436,2065,62.51286316,2065,58.68163681,2065,53.20323181,2065,50.4903183,2065,50.32864761,2065,52.59244537,2065,48.6556015,2065,48.61851501,2065,51.41155624
2064.5,77.03471375,2064.5,0.136971533,2064.5,99.92443085,2064.5,100.2147064,2064.5,66.26062012,2064.5,67.1997757,2064.5,65.03890228,2064.5,65.99121857,2064.5,66.97579193,2064.5,62.81983948,2064.5,58.901577,2064.5,53.01114273,2064.5,50.29222488,2064.5,51.50310898,2064.5,52.95708847,2064.5,49.46823883,2064.5,48.0124054,2064.5,51.19320679
2064,76.9623642,2064,0.427451879,2064,100.1362305,2064,99.96859741,2064,66.82489777,2064,66.42156219,2064,64.78826141,2064,65.93293762,2064,66.80515289,2064,62.14502335,2064,58.45743942,2064,53.15558243,2064,50.56022263,2064,51.03424072,2064,52.58381271,2064,49.2056694,2064,48.56844711,2064,50.9104538
2063.5,76.28243256,2063.5,0.023332011,2063.5,101.0557327,2063.5,101.3227081,2063.5,68.03887939,2063.5,67.55587769,2063.5,65.30802917,2063.5,67.07815552,2063.5,67.61808777,2063.5,63.14769363,2063.5,59.45676422,2063.5,53.77244949,2063.5,52.0722084,2063.5,51.52577209,2063.5,53.51778412,2063.5,50.42874146,2063.5,49.03602219,2063.5,51.57074738
2063,76.99104309,2063,0.117175177,2063,101.0549088,2063,100.3357849,2063,66.74994659,2063,66.71871948,2063,64.895401,2063,66.18017578,2063,67.00979614,2063,62.2205658,2063,58.37974548,2063,52.85871124,2063,50.50610352,2063,50.97839737,2063,51.78682709,2063,49.37916183,2063,48.79533005,2063,50.68503189
2062.5,76.88505554,2062.5,0.195790827,2062.5,100.1287003,2062.5,100.3150711,2062.5,67.06504059,2062.5,66.6259613,2062.5,64.7482605,2062.5,67.20986938,2062.5,66.99668121,2062.5,62.36000824,2062.5,58.70089722,2062.5,53.34025192,2062.5,50.90945435,2062.5,50.38638687,2062.5,53.24401093,2062.5,50.11909103,2062.5,48.43223572,2062.5,51.48004913
2062,76.8036499,2062,0.045040522,2062,100.22715,2062,100.5908508,2062,67.55529785,2062,66.64076233,2062,65.13328552,2062,66.52539825,2062,67.48901367,2062,62.37096024,2062,58.81454849,2062,53.56532288,2062,50.98681641,2062,51.46250153,2062,52.80488205,2062,49.92506409,2062,48.50933838,2062,51.11769867
2061.5,77.23266602,2061.5,0.2334387,2061.5,100.0237198,2061.5,99.83533478,2061.5,65.86672974,2061.5,66.43975067,2061.5,64.59706879,2061.5,66.47231293,2061.5,67.03222656,2061.5,62.61321259,2061.5,58.48127747,2061.5,52.87064362,2061.5,50.88328171,2061.5,50.63231659,2061.5,52.8419075,2061.5,49.62164688,2061.5,48.72649384,2061.5,50.89154816
2061,76.88362885,2061,-0.372307479,2061,100.7910995,2061,100.7083282,2061,66.85627747,2061,67.25764465,2061,65.26071167,2061,66.90805054,2061,67.23072052,2061,62.47863007,2061,59.61732101,2061,53.72465134,2061,51.56187439,2061,51.86305618,2061,52.90282822,2061,49.72631454,2061,48.72698975,2061,51.69335556
2060.5,77.15920258,2060.5,0.426256478,2060.5,100.3450623,2060.5,100.0967636,2060.5,66.31555176,2060.5,66.14559937,2060.5,64.54632568,2060.5,66.34086609,2060.5,66.35816956,2060.5,62.0680809,2060.5,57.92220306,2060.5,53.02576447,2060.5,50.27663803,2060.5,50.4911232,2060.5,52.53277588,2060.5,49.54720688,2060.5,48.19002914,2060.5,51.2592926
2060,77.27240753,2060,-0.189257413,2060,99.97685242,2060,99.67894745,2060,66.39295197,2060,66.15403748,2060,64.40249634,2060,66.90349579,2060,67.24051666,2060,62.32439423,2060,58.84268951,2060,53.06890106,2060,51.37013626,2060,51.12609863,2060,53.06002045,2060,48.8776207,2060,49.22380829,2060,51.17221069
2059.5,76.72044373,2059.5,-0.273391396,2059.5,100.2389679,2059.5,100.6564255,2059.5,67.06604004,2059.5,66.90117645,2059.5,65.31706238,2059.5,67.05292511,2059.5,66.88623047,2059.5,62.69932938,2059.5,59.24187851,2059.5,53.44004059,2059.5,51.25671768,2059.5,51.20976639,2059.5,52.55740738,2059.5,50.68572617,2059.5,49.00101852,2059.5,50.97994232
2059,76.89987183,2059,-0.015844021,2059,99.9961853,2059,100.5310287,2059,66.88208008,2059,66.90655518,2059,64.5006485,2059,66.58018494,2059,67.36214447,2059,62.14769363,2059,58.81047821,2059,53.67219543,2059,51.13088608,2059,51.14040375,2059,52.98178864,2059,49.84958267,2059,48.46889877,2059,51.09799576
2058.5,77.09614563,2058.5,-0.010358915,2058.5,100.005867,2058.5,100.1617584,2058.5,66.59637451,2058.5,66.17274475,2058.5,65.22556305,2058.5,66.08825684,2058.5,67.21910858,2058.5,61.86971664,2058.5,59.16026306,2058.5,52.99834442,2058.5,50.73441696,2058.5,51.27204132,2058.5,53.18163681,2058.5,49.57296753,2058.5,48.66777802,2058.5,51.25984955
2058,77.24185944,2058,0.061529223,2058,100.278183,2058,100.1271591,2058,65.61027527,2058,65.35742188,2058,64.59877777,2058,65.1973877,2058,66.7747345,2058,62.0549202,2058,60.74821854,2058,52.64950562,2058,51.06114578,2058,51.1543045,2058,53.13447571,2058,49.79816818,2058,48.82523346,2058,50.8340416
2057.5,77.10584259,2057.5,0.055333674,2057.5,100.09729,2057.5,100.0640259,2057.5,65.83435822,2057.5,66.71331787,2057.5,64.45204926,2057.5,65.68637085,2057.5,67.61126709,2057.5,63.25813675,2057.5,58.48394012,2057.5,53.1608696,2057.5,52.11700821,2057.5,50.92990494,2057.5,52.7485199,2057.5,49.37322617,2057.5,48.29599762,2057.5,49.52565002
2057,77.02030182,2057,-0.260087967,2057,99.5062027,2057,100.1130829,2057,66.21899414,2057,67.00205231,2057,64.82822418,2057,66.08232117,2057,66.57814026,2057,62.8286972,2057,58.67629623,2057,53.31748581,2057,50.80236053,2057,51.62678909,2057,52.2118988,2057,50.26980209,2057,48.86736679,2057,51.87655258
2056.5,77.55773163,2056.5,0.484440416,2056.5,100.1880875,2056.5,98.55709839,2056.5,66.35362244,2056.5,65.92825317,2056.5,64.58094025,2056.5,64.94957733,2056.5,66.17243195,2056.5,61.51519012,2056.5,58.145298,2056.5,52.69559097,2056.5,50.34371185,2056.5,50.464077,2056.5,51.8789711,2056.5,48.92269516,2056.5,47.85879517,2056.5,50.68264771
2056,77.4988327,2056,0.149666473,2056,99.12236023,2056,97.92665863,2056,65.89912415,2056,66.32176971,2056,63.70071793,2056,65.78721619,2056,66.47893524,2056,61.21971512,2056,58.34358215,2056,52.28594971,2056,50.1505127,2056,51.10682678,2056,52.79105759,2056,49.37350464,2056,48.50170135,2056,50.90994263
2055.5,76.93886566,2055.5,0.342673123,2055.5,100.7506943,2055.5,100.727356,2055.5,66.41753387,2055.5,66.11803436,2055.5,64.89287567,2055.5,65.9188385,2055.5,66.84013367,2055.5,62.25510406,2055.5,58.42430115,2055.5,53.51414108,2055.5,50.91222382,2055.5,50.8975563,2055.5,52.71766281,2055.5,49.57590866,2055.5,48.77723312,2055.5,51.38484955
2055,77.67660522,2055,0.057307724,2055,99.24710846,2055,98.99822235,2055,65.63256073,2055,65.46943665,2055,63.74306107,2055,66.177742,2055,66.50332642,2055,61.80120087,2055,57.96160889,2055,52.72198868,2055,49.97206116,2055,50.64656067,2055,52.62115097,2055,48.99347687,2055,48.0687027,2055,50.89923859
2054.5,76.85296631,2054.5,-0.262648553,2054.5,100.2200394,2054.5,100.3558731,2054.5,67.05645752,2054.5,66.53392029,2054.5,65.56910706,2054.5,66.16365051,2054.5,67.54888916,2054.5,61.83749008,2054.5,58.92504883,2054.5,53.63985825,2054.5,51.90752029,2054.5,51.62781525,2054.5,52.78720856,2054.5,50.14001083,2054.5,49.25160217,2054.5,51.44089508
2054,76.79819489,2054,-0.274898291,2054,100.3638535,2054,100.5568771,2054,66.93743896,2054,67.11464691,2054,64.47200012,2054,66.28701019,2054,67.15737915,2054,62.31347275,2054,58.92053223,2054,53.87971878,2054,51.57840729,2054,51.72272491,2054,53.16627121,2054,49.77357101,2054,49.21923447,2054,51.39590454
2053.5,77.38106537,2053.5,0.555479765,2053.5,99.40900421,2053.5,100.1681061,2053.5,65.91762543,2053.5,66.41539001,2053.5,63.8018074,2053.5,65.75918579,2053.5,66.40617371,2053.5,61.46167374,2053.5,57.94516754,2053.5,53.04066086,2053.5,50.53335571,2053.5,50.51961517,2053.5,52.37006378,2053.5,49.11156464,2053.5,48.05480957,2053.5,50.14503098
